"Device ID","Device name","Manufacturer","Serial number"
"9700d46f-b906-4c43-a0ae-b557d19bb70c","Isomo-Dell-9Y86273","Dell Inc.","9Y86273"
"604cdfe7-a202-471d-a1e3-beaaf325cec1","DESKTOP-OUHV150","HP","5CG0145B7X"
"2188e977-f89c-482c-bc63-8a48130b6a5a","Isomo-Dell-9FDHFB3","Dell Inc.","9FDHFB3"
"81cc1f54-a7ee-4019-81d4-bb6c5b26142d","Isomo-Dell-CCDFN73","Dell Inc.","CCDFN73"
"bada98d3-3877-4b62-87f0-859a55f309a6","Isomo-Dell-3C84673","Dell Inc.","3C84673"
"b2ead6af-e890-4c6c-9bef-6f6ffa39bcb2","Isomo-Dell-3W8Y7C3","Dell Inc.","3W8Y7C3"
"df8c10ad-6158-4e76-b19f-849740eb51bb","Isomo-Dell-J6P5273","Dell Inc.","J6P5273"
"1059b604-cb7c-4ab3-a8ae-020010787efb","DESKTOP-23NDN21","HP","5CG0270CT1"
"be1ae4bf-80a4-4801-9cee-9b80d6861ae5","Isomo-Dell-8VJ3273","Dell Inc.","8VJ3273"
"302d19d1-5e62-48fe-81bf-75c25a947fdc","Isomo-Dell-H8LQ373","Dell Inc.","H8LQ373"
"1169cec6-2df6-4383-a4b3-4b62120b54a7","Isomo-Dell-BKDQ373","Dell Inc.","BKDQ373"
"a966cfb8-84d5-48f8-934b-0d48d46ab271","Isomo-Dell-3CJ6N53","Dell Inc.","3CJ6N53"
"65d8e312-8f79-4f4b-b3f7-e4566314d854","Isomo-Dell-BR5H6D3","Dell Inc.","BR5H6D3"
"68ff743c-ad03-4b90-a6fe-f21e97384754","Isomo-HP-5CG0270FWB","HP","5CG0270FWB"
"58dc3bd7-d722-4855-80e5-2b7a521155f1","ISOMO-HP-013","HP","5CG8335R86"
"485260ca-4d4b-470b-8cb5-d0a2b52dcb8f","Isomo-Dell-JT79043","Dell Inc.","JT79043"
"a4cabf01-f26d-4f25-b2a3-78544d740805","Isomo-Dell-D8ZBFB3","Dell Inc.","D8ZBFB3"
"959112ee-a3e2-4c55-9e5c-6a919a79eb4c","Isomo-Dell-G0XCK63","Dell Inc.","G0XCK63"
"c6974841-720f-4e02-8284-3bb0983de942","Isomo-HP-5CG013979R","HP","5CG013979R"
"3b01d40c-6ea3-44a5-ac20-e2ddb214d1d5","Isomo-Dell-1234567","Dell Inc.","1234567"
"fecdee49-b71f-49d9-bfcf-85ccc7c46d9f","DESKTOP-A1RSIU2","HP","5CG90278PD"
"100acf86-07b8-4091-aad0-b95b5af9f893","Isomo-Dell-FK52673","Dell Inc.","FK52673"
"a19e92fe-d02e-47f2-a218-64c1cb759765","Isomo-Dell-BSNFQ73","Dell Inc.","BSNFQ73"
"fcb5fe25-7e02-4435-9963-71630a4e082c","Heart-of-Sympathy","Dell Inc.","2DLJ273"
"234da880-afc8-447a-aa8e-254bf29cc8e4","Isomo-Dell-5CG016B78P","HP","5CG016B78P"
"e6d9f790-85fe-4ca5-99c5-daaf7975a26e","Isomo-Dell-5CG0343PWV","HP","5CG0343PWV"
"423061a6-1dce-44dd-9f22-292b8527b7c2","Isomo-Dell-9WJ3673","Dell Inc.","9WJ3673"
"d26ab92a-220d-4460-b548-2681f5a518fd","Isomo-Dell-9QL1673","Dell Inc.","9QL1673"
"41c0d163-11bc-46e8-9073-7bc9fbca1f0f","Isomo-Dell-J7X3673","Dell Inc.","J7X3673"
"9757643c-168b-4829-a085-b69867932a3e","Isomo-Dell-F5JF043","Dell Inc.","F5JF043"
"a9786286-3193-4983-be1f-524188350699","Isomo-HP-5CG926729C","HP","5CG926729C"
"316a2286-090a-4888-9a5e-6efb0d28a25a","Isomo-Dell-HDJ6N53","Dell Inc.","HDJ6N53"
"bdbf7fb2-4511-4ea9-861e-6ed686d0152c","Isomo-Dell-1JBY573","Dell Inc.","1JBY573"
"089c390b-a891-410f-be6d-344b6a21f8fc","Isomo-Dell-6M9F043","Dell Inc.","6M9F043"
"5b08bb5b-6281-4ea8-8f7f-10276b006461","Isomo-Dell-59G2573","Dell Inc.","59G2573"
"2dfd1594-487b-41ea-af25-2b81a784e038","Isomo-Dell-B9YD043","Dell Inc.","B9YD043"
"102399b8-2984-cd39-b3e1-35ebf6ab2ac8","ISOMO-HP-132","HP",""
"8eb61357-1437-7c23-49c8-35527c8dec8d","DESKTOP-6O86VQ0","HP",""
"863b65d3-5174-f1f7-220a-4c748c24d3bf","ISOMO-HP-013","HP",""
"0a2a849f-4f8f-1c98-5ccd-9c07f1109a98","PC","HP",""
"2ed4b29e-b833-f576-6e04-f4a152fee29a","DESKTOP-23NDN21","HP",""
